pdbid,-logKd/Ki,SMILES
5jfd,9.54,[NH3+]Cc1ccc(cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](NS(=O)(=O)Cc1ccccc1)CCC[NH+]=C(N)N)Cl
5jfp,9.32,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](C[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)CC(C)C
5jfr,8.3,Fc1ccc2c(c1)c1[nH]ncc1n2c1cc2nc[nH]c2nc1C
5jfu,8.07,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](C[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)Cc1ccccc1
5jg1,8.72,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](C[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCCO2)O)CC(C)C
5jga,8.64,C[NH+]1CCN(CC1)C(=O)c1ccc(c(c1)c1ccccc1)NC(=O)c1csc2c1nc[nH]c2=O
5jgb,7.89,COc1cc(ccc1NC(=O)c1csc2c1nc[nH]c2=O)C(=O)NCCC[N@@H+]1CC[N@H+](CC1)C
5jgd,7.96,CC(Oc1c(cccc1C(=O)N1CC[NH+](CC1)C)NC(=O)c1csc2c1nc[nH]c2=O)C
5jgi,4.3,CC(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N
5jgq,4.62,OC(=O)[C@@H](NC(=O)c1ccccc1)CCCNC(=[NH2+])N
5jh6,8.48,CCC(=O)Oc1ccccc1Nc1nc(ncc1Cl)Nc1ccc(cc1)N1CC[NH+](CC1)C
5jha,5.9,OCC1(CCl)CN(C1)c1nc(cc(n1)c1cnc(cc1C(F)(F)F)N)N1CCOCC1
5jhb,6.06,OCC1(CCl)CN(C1)c1nc(nc(n1)c1cnc(cc1C(F)(F)F)N)N1CCOCC1
5jhd,4.52,[NH3+]CC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](O)C)Cc1ccccc1)C(C)C)Cc1ccccc1)CC(C)C)[C@H](CC)C
5jhk,4.64,O=C(N[C@H](C(=O)O)CCCNC(=[NH2+])N)CNC(=O)c1ccccc1
5ji6,7.96,Cc1cnccc1c1cc(cc2c1cn[nH]2)C(F)(F)F
5ji8,4.63,Nc1nc2c(s1)cc(cc2)C(=O)N
5jic,6.89,COCCCCCNC(=O)CCNC(=O)[C@@H](C(COP(O)(O)O)(C)C)O
5jid,3.76,OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5jim,3.99,FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(S(O)(O)O)(F)F)(F)F)F
5jin,5.64,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CO)CCSC)CCC[NH+]=C(N)N)C)[C@H](O)C)CCC(=O)N)[NH3+]
5jiq,5.4,Oc1ccc(c(c1)O)C(=O)c1ccc(cc1O)O
5jiy,6.27,CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])[NH3+])CCC(=O)N)C)CCC[NH+]=C(N)N
5jjm,7.51,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)CC(C)C)CC(C)C)Cc1ccccc1)CCC(=O)N)CC(C)C)[NH3+]
5jjr,7.8,OCC#Cc1ccc(s1)c1cc(c(cc1OC)C)C(=O)NS(=O)(=O)c1cccc2c1nccc2
5jjs,7.32,CO[C@@H]1CCC[C@H](C1)S(=O)(=O)NC(=O)c1cc(c(cc1OC)OC)c1ccc(s1)C#CCO
5jk3,8.14,CCC(=O)Nc1ccccc1Oc1nc(ncc1Cl)Nc1cnn(c1)C
5jlz,5.82,[NH3+]CCCC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)C)CO)C(C)C)C)C)CCCNC(=O)N)Cc1ccccc1)CC(C)C)NC(=O)[C@H](CO)[NH3+]
5jm4,7.42,CCCCCC[C@@](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC([C](=O)=O)[C](=O)=O)C)CC(C)C)C[C](=O)=O)CC(C)C)(NC(=O)[C@@H](NC(=O)[C@H]([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)NC(=O)[C@@](NC(=O)CNC(=O)[C@H](CCC(=O)N)[NH3+])(CCCCCC)C)C[C](=O)=O)C
5jmp,7.17,Fc1cccc(c1)CCC[C@@H](CP(O)(O)O)CC(=O)N(O)C
5jmw,6.76,Cc1ccc(cc1)CCC[C@@H](CP(O)(O)O)CC(=O)N(O)C
5jmx,5.09,S/C(=C\c1ccc(cc1)F)/C(=O)O
5jn8,7.3,CC(=O)Nc1nnc(s1)S(=O)(=O)N
5jn9,7.79,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N
5jna,7.35,NS(=O)(=O)OC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C
5jnc,5.48,[NH3+]Cc1ccc(cc1)S(=O)(=O)N
5jnl,6.57,O=C(N(O)C)C[C@H](CP(O)(O)O)CCCc1ccc(cc1)C(F)(F)F
5jnn,5.35,OC(=O)/C=C(\C=C\[C@]1(O)[C@@]2(C)CO[C@]1(C)CC(=O)C2)/C
5jo0,7.3,Cc1cccc(c1)CCC[C@@H](CP(O)(O)O)CC(=O)N(O)C
5jog,8.24,O[C@H]1CCCc2n([C@H]1c1ccc(cc1c1ccccc1)NC(=O)c1cc(nn1C(C)C)C(F)F)cnc2
5joh,5.96,N#Cc1ccc(c(c1)c1ccccc1Cl)[C@H]1[C@@H](O)CCCc2n1cnc2
5jop,9.41,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@@H]([C@H]([C@@H]2O[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)O)NC(=O)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
5jox,4.46,OC[C@@H]1[NH2+]C[C@@H]([C@H]1O)O
5jpt,4.6,NC1=CCN(C(=O)N1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(OP(O)(O)O)(O)O
5jq5,5.63,O[C@H]1C[NH2+]CC[C@@H]1CNc1cc(NCc2ccccc2)n2c(n1)c(cn2)C(C)C
5jq7,4.8,ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCC[NH+](C)C)/c1ccccc1
5jq8,5.7,O[C@@H]1C[NH2+]CC[C@H]1CNc1cc(NCc2ccccc2)n2c(n1)c(cn2)C(C)C
5jq9,4.65,Cc1noc(c1C)NS(=O)(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N
5jqb,2.22,CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C
5jr2,7.57,[NH3+]CCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C(C)C)Cc1ccc(cc1)O)CCC[NH+]=C(N)N)Cc1c[nH]c2c1cccc2)C(=O)N)Cc1ccc(cc1)O
5jr6,4.69,C[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H]([C@@H](Cc1ccccc1)[NH3+])O
5jrq,6.77,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c1c[nH]c2c1cc(cn2)c1ccc(cc1)OC)F
5jrs,8.4,Fc1c(cccc1n1cnc2c(c1=O)cccc2)c1ccc(c2c1c1ccc(cc1[nH]2)C(O)(C)C)C(=O)N
5js3,6.73,CC(C[C@@H](C(=O)NC[C@H](C(C)(C)C)C)NP(CNC(=O)OCc1ccccc1)(O)O)C
5jsg,4.85,O=C(c1ccc(c(c1)Nc1ccccc1)C(=O)N1CCC(CC1)CC[NH+]1CCCC1)N1CCC(CC1)CC[NH+]1CCCC1
5jsj,5.4,O=C(c1ccc(c(c1)Nc1ccc(cc1)OC[NH+]1CCCC1)C(=O)N1CCC(CC1)CC[NH+]1CCCC1)N1CCC(CC1)CC[NH+]1CCCC1
5jsm,6.59,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c1c[nH]c2c1cc(cn2)c1ccc(cc1)OCCOCCOCCOc1ccc(cc1)c1cnc2c(c1)c(c[nH]2)C(=O)c1c(F)ccc(c1F)NS(=O)(=O)CCC)F
5jsq,4.67,Nc1[nH]c2n(CCCCCCP(O)(O)O)cnc2c(=O)[nH+]1
5jss,6.45,CC(C[C@@H](C(=O)NC[C@@H](C(C)(C)C)C)NP(CNC(=O)OCc1ccccc1)(O)O)C
5jt2,7.47,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c1c[nH]c2c1cc(cn2)c1ccc(cc1)CNC(=O)COCC(=O)NCc1ccc(cc1)c1cnc2c(c1)c(c[nH]2)C(=O)c1c(F)ccc(c1F)NS(=O)(=O)CCC)F
5jt9,6.63,CC(C[C@@H](C(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O)C
5jur,8.52,OC(=O)C[C@H](C(C)(C)C)Nc1nc(ncc1F)c1c[nH]c2c1cc(F)cn2
5juz,5.52,Cc1ccc(cc1)c1cc2c(s1)ncnc2N[C@H](P(O)(O)O)c1ccc2c(c1)cco2
5jv0,5.96,Cc1ccc(cc1)c1sc2c(c1)c(ncn2)N[C@H](P(O)(O)O)Cc1cccc(c1)F
5jv1,6.07,Fc1cccc(c1)C[C@@H](P(O)(O)O)Nc1ncnc2c1cc(s2)c1ccc(c(c1)Cl)C
5jv2,4,Cc1ccc(cc1)c1sc2c(c1CP(O)(O)O)cncn2
5jvi,6.51,CC[C@H](CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C)C
5jxn,6.41,CC[C@H](CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C)C
5jxq,8.15,OCCc1ccc(cc1)CCNc1[nH]c2c(n1)cc1c(c2)c(=O)[nH]c([nH+]1)N
5jy0,5.55,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)CC(=O)O)[NH3+])C
5jy3,7.92,OCc1c(F)cc(cc1S(=O)(=O)C)c1ccc(c(c1)F)n1cc(nc1C(c1c(Cl)cccc1Cl)(C)C)C(O)(C)C
5jyo,8.52,O=C(Nc1ccc(nn1)CCCCc1nnc(s1)NC(=O)Cc1ccccn1)Cc1cccc(c1)OC(F)(F)F
5jyp,7,O=C(Cc1ccccc1)Nc1nnc(s1)[C@H]1CCC[C@@H](C1)c1nnc(s1)NC(=O)Cc1ccccc1
5jyy,8.1,COCCNC(=O)O[C@@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)[C@@H](CO)O
5jz9,3.57,Oc1c(Cl)cc(cc1Cl)S(O)(O)O
5jzb,3.39,Clc1cc(cc(c1)Cl)S(=O)(=O)N
5jzi,4.8,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C)CC(=O)N)[C@H](CC)C)CC(C)C)C)C(C)C)CC(C)C)[NH3+]
5jzn,5.96,COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)C(C)C)Cl)N1CCC(CC1)[N@@H+]1CC[N@H+](CC1)C
5jzs,3.27,OC(=O)c1cc(Cl)c(c(c1)Cl)O
5jzy,9.82,O=C([C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)[NH3+])NCc1ccc(cc1)C(=[NH2+])N
5k00,8.15,COc1cccc(c1)Nc1ncc(c(n1)OCC1CC[NH2+]CC1)c1ccc(cc1)C(=O)NCC(=O)Nc1ccccc1
5k03,4.74,Cc1ccc2n(c1)c(c1ccn[nH]1)c(n2)C
5k05,4.96,Cc1ccc(cc1)c1nc(c(s1)c1n[nH]cc1)C
5k09,6,COc1ccc(cc1)Cc1n[nH]c(c1)c1sc(nc1C)C
5k0b,6.05,Cc1nc(c(s1)c1[nH]nc(c1)[C@@H](c1ccccc1)C)C
5k0c,5.96,Cc1nc(c(s1)c1[nH]nc(c1)C(c1ccccc1)(C)C)C
5k0f,6.07,COc1ccc(cc1)[C@H](c1n[nH]c(c1)c1sc(nc1C)C)C
5k0h,7.09,O=C(CNC(=O)[C@H](NS(=O)(=O)Cc1ccccc1)COCc1ccccc1)NCc1ccc(cc1)C(=[NH2+])N
5k0i,8.7,OC[C@H]1OCC[C@@H](C1)NC(=O)[C@H]1CCN(CC1(C)C)c1ccc2c(n1)c(C)ccc2
5k0j,7.12,COc1ccc(cc1)[C@@]1(C=C1)c1n[nH]c(c1)c1sc(nc1C)C
5k0m,8.82,Fc1cccc2c1[C@H](CC2)[N@@H+]1C[C@@H]([C@H](C1)c1ccc(cc1)N1CCN(CC1)S(=O)(=O)C)[NH+](C)C
5k0s,8.22,Clc1cc(C[NH2+]CCCNc2cc(O)c3c(n2)cccc3)cc(c1)Cl
5k0t,5.78,COc1cc(Cl)cc(c1)C[NH2+]CCCNC(=O)Nc1ccccc1
5k0x,8.36,O=C([C@H]1C[NH2+][C@@H]2N=C1NCCCC[C@H]([NH3+])C(=O)NCCCCCC[NH2+]2)NCc1ccc(cc1)F
5k13,8.74,OC(=O)c1ccc(cc1)c1cc(n(n1)c1ccc(cc1)S(=O)(=O)C)c1cccc(c1)C(C)(C)C
5k1d,4.68,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(O)(O)O
5k1f,4.79,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(O)(O)O
5k1i,8.04,CCn1nc(c2ccccc2)c(c(c1=O)Nc1ccc(cc1)C(=O)O)C(=O)C
5k1v,5.7,COC(=O)[C@@H](NC(=O)c1ccc(c(c1)NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])N)Cc1ccc(cc1)O
5k32,8.8,COc1cccc(c1)Nc1cc(nc2c1C(=O)NCC2)c1ccccc1
5k48,6.6,SCc1cc(ccc1C(=O)O)c1ccccc1
5k4i,8.51,OC[C@@H](N1CC=C(CC1=O)c1ccnc(n1)Nc1ccnn1C)c1ccc(c(c1)F)Cl
5k4j,7.11,OC[C@@H](N1CC=C(CC1=O)c1ccnc(n1)Nc1ccnn1C)c1ccc(c(c1)F)Cl
5k4l,7.3,CCNC(=O)c1c(=O)[nH]c2c(c1O)ccnc2
5k4x,6.42,Cc1[nH]nc(c1S(=O)(=O)Nc1ccc2c(c1)n[nH]c2)C
5k4z,6.15,Fc1ccc(cc1)NC(=O)c1[nH]c(c(c1C)S(=O)(=O)Nc1ccc2c(c1)n[nH]c2)C
5k51,4.8,O=c1nc[nH]c2c1ncn2CCCCCP(O)(O)O
5k5c,2.62,OS(CC[NH2+]C1CCCCC1)(O)O
5k5e,6.35,CCn1c2ccc(cc2c2c1cccc2)[C@H]1C(=C(C)NC2=C1C(=O)CCC2)C(=O)OC[C@H]1CCCO1
5k5n,8.05,COc1ccc(cc1Cl)c1ocnc1C(=O)NCCCn1cncn1
5k5s,2.69,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
5k6a,4.51,Oc1ccc2c(c1)C(=O)C[C@@H](O2)c1cccc(c1)O
5k6s,6.26,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)CC(=O)O)CC(=O)O)CCC(=O)O)[C@H](CC)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CC)CC(C)C)COP(O)(O)O)C
5k76,8.3,O1CC[NH+](CC1)[C@@H]1CC[C@H](CC1)Nc1ncnc2c1c(c[nH]2)C1CCOCC1
5k7h,6,CC(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O)C
5k8n,6.32,OC(=O)c1cc(ccc1N)N(=O)=O
5k8o,5.96,OC(=O)c1cc(ccc1O)N(=O)=O
5k8s,8.22,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N
5k8v,6.34,NC(=[NH+]CC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N
5k9w,4.59,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5ka1,4.48,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5ka3,4.59,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5ka7,4.35,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5ka9,4.41,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5kab,4.68,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)ccnc2
5kad,4.43,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CC[NH2+]C2
5kam,4.11,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]cnc2=O)COP(O)(O)O
5kap,4.23,OP(CCCCn1cnc2c1[nH]cnc2=O)(O)O
5kat,4.1,c1ccc(cc1)P(c1ccccc1)(c1ccccc1)c1ccccc1
5kau,6.52,CCOC(=O)c1ccccc1C1c2cc(C)c(cc2Oc2c1cc(C)c(c2)NCC)NCC
5kax,6.11,CCOC(=O)c1ccccc1C1c2cc(C)c(cc2Oc2c1cc(C)c(c2)NCC)NCC
5kbe,6.34,Oc1ccccc1
5kbf,8.92,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N
5kbg,6.11,Cc1ccccc1O
5kbh,6.26,Oc1cccc(c1)Cl
5kbi,5.39,Oc1ccccc1O
5kbq,7,OCc1ccc(c(c1)N(c1ccnc(n1)Nc1cc(cc(c1)S(=O)(=O)C)N1CCOCC1)C)C
5kbr,6.59,Clc1ccc(cc1)C(=O)c1c[nH]c2c1cc(cn2)c1cnn(c1)C1CC[NH2+]CC1
5kby,8.82,N#Cc1ccc(cc1Cn1c(cc(=O)n(c1=O)C)N1CCC[C@H](C1)[NH3+])F
5kcb,6,CCN1[C@@H](c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2
5kcv,8.3,Nc1ncccc1c1nc2c(n1c1ccc(cc1)C1([NH3+])CCC1)nc(cc2)c1ccccc1
5kcx,6.7,C[NH+]1CCN(CC1)c1ccc(cc1)c1cc2c(n1C)nc(cc2Cl)C(=O)N
5kde,3.89,c1ccc(cc1)n1cccc1c1nc(nc(n1)N1CC1)N1CC1
5kdf,3.27,CN(c1nc(nc(n1)c1cccn1c1ccccc1)N(C)C)C
5kdr,8.3,CCCCCC(=O)N[C@H](c1ccccc1)CC(=O)N[C@H](C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C)C(C)C
5ke0,9.7,O=C(Nc1ncc2c(c1)[nH]nc2c1ccnc(c1)C)NCc1ccccc1
5kej,5.11,CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
5kew,6.5,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCCS(O)(O)O)C)C)C
5kez,8.15,OC[C@@H]1NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)CSC[C@H](NC1=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1c[nH]cn1)CCC[NH+]=C(N)N)C(C)C)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O
5kgn,9.03,Oc1ccc(cc1)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CSC[C@H](NC1=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccc(cc1)O)CC(C)C)Cc1ccc(cc1)O)Cc1ccc(cc1)O)CC(=O)O
5kgw,4.79,OC(=O)[C@H](c1c(c2ccc3c(c2)CCCO3)c2c(n1C)cccc2)OC(C)(C)C
5kgx,4.8,OC(=O)[C@H](c1c(c2ccc3c(c2)CCCO3)c2c(n1C)cccc2)OC(C)(C)C
5kh3,4.22,OC(=O)CCc1nc2c(s1)ccc(c2)Cl
5kh7,3.66,OC(=O)CCn1nc(ccc1=O)c1cccnc1
5khd,5.6,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]3O[C@H]([C@@H]([C@@H]3OP(OC[C@H]2O[C@H]1n1cnc2c1nc(N)[nH]c2=O)(O)O)O)n1cnc2c1nc(N)[nH]c2=O
5khg,4.69,NC1=CCN(C(=O)N1)[C@@H]1O[C@H]2[C@H]([C@H]1O)OP(OC2)(O)O
5khh,4.31,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1nc[nH]c2=O
5khi,6.77,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2
5khj,3.74,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1ccc(=O)[nH]c1=O
5khk,6.39,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1nc(N)nc2
5khm,8.3,COc1nnc2n1nc(cc2)N1CCC(CC1)c1ccc(cc1)OCC[N@H+]1CCN(C(=O)[C@H]1C)C
5khx,7.85,CN(c1ncnc2c1cc[nH]2)[C@@H]1C[C@@H](C1)NS(=O)(=O)C
5kit,7.89,O=C(N1CCC2(CC1)C[C@@H]2CNC(=O)n1cc2c(c1)ccnc2)OC(C)(C)C
5kj0,6.89,CC[C@H]1N(C2CCCC2)c2nc(ncc2N(C1=O)C)N(c1ccc(cc1OC)C(=O)N[C@@H]1CC[N@H+](CC1)C)C
5kj2,7.82,CNC(=O)Nc1ccc2c(c1)CC[C@]12OC(=O)N(C1=O)CC(=O)N([C@H](C(F)(F)F)C)Cc1ccc(cc1)F
5kjk,7.92,O=C(c1ccnc(c1)c1ccccc1O[C@@H]1C[N@@H+](C1)CCc1ccc(c(c1)Cl)Cl)NCCC[NH+]1CCCC1
5kjm,7.19,Clc1ccc(cc1Cl)CC[NH+]1CCN(CC1)c1ccccc1c1nc2n[nH]cc2c(c1)C(=O)NCCC[NH+]1CCCC1
5kjn,7.77,O=C(c1cncc(c1)c1ccccc1N1CC[N@H+](CC1)CCc1c[nH]c2c1cccc2)NCCC[N@@H+]1CC=CC1
5kk8,5.84,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
5kkr,6.92,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1C)Oc1ccccc1
5kks,8.7,O=C(Nc1scc(n1)c1c[nH]c2c1cccn2)Cc1cccc(c1)NS(=O)(=O)C
5kkt,9,C[N@@H+]1CC[N@H+](CC1)CCCOc1cccc(c1)CC(=O)Nc1scc(n1)c1c[nH]c2c1cccn2
5klp,4.64,OP(O[C@@H]1[C@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@@H]([C@@H]([C@@H]1OP(O)(O)O)OP(O)(O)O)OP(O)(O)O)(O)O
5klr,7.72,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)CCCC[NH3+])CCC[NH+]=C(N)N)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)[NH3+])C
5kls,6.71,CCOC(=O)C1=C(COCC[NH+](C)C)NC(=C([C@H]1c1ccccc1Br)C(=O)OC)C
5klt,6.76,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)[NH3+])C)CCCC[NH3+])CCCC[NH3+]
5kly,7.21,O[C@@H]1[C@@H](COP(NCCc2c[nH]c3c2cccc3)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
5klz,6.37,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
5km0,5.31,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]cnc2=O)COP(O)(O)O
5km1,6.18,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(O)(O)O
5km2,4.41,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc([nH+]c1=O)N)COP(O)(O)O
5km3,4.6,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(O)(O)O
5km5,6.92,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cc2c3c1ncnc3n([nH+]c2N)C)COP(O)(O)O
5km9,4.25,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
5kma,4.71,CCNP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O)(O)O
5kmf,6.29,COCCOC(=O)[C@@H]1C(=C)N[C@H]([C@@H]([C@H]1c1cccc(c1)N(=O)=O)C(=O)OC(C)C)C
5kmh,4.62,COc1ccc(cc1OC)CC[N@@H+](CCC[C@](c1ccccc1Br)(C(C)C)C=N)C
5knj,6.94,O=C(Nc1ccc(cc1)OC(F)(F)F)Nc1ccc(cc1)N(c1ccnc(n1)Nc1cccc(c1)S(=O)(=O)N)C
5knr,5.85,Nc1[nH]c(=O)c2c(n1)n(CCN(CCP(O)(O)O)CCOCCP(O)(O)O)cn2
5kns,6.12,O=c1[nH]cnc2c1ncn2CCN(CCP(O)(O)O)CCOCCP(O)(O)O
5knt,4.43,OC[C@H](C[N@H+](CCn1cnc2c1nc[nH]c2=O)CCP(O)(O)O)O
